srcport,dstport,proto,td,pkt,byt,label,srcip_1,srcip_2,srcip_3,srcip_4,dstip_1,dstip_2,dstip_3,dstip_4
40239.0,445.0,TCP,0.001,2.0,174.0,0,192,168,220,10,192,168,100,5
445.0,37191.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,7
43183.0,445.0,TCP,0.004,2.0,174.0,0,192,168,200,4,192,168,100,5
51434.0,25.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,1
51357.0,1461.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,8
59016.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
60107.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
51357.0,32777.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,3
46808.0,445.0,TCP,0.003,2.0,174.0,0,192,168,200,5,192,168,100,5
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
445.0,48888.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,15
58631.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
51146.0,445.0,TCP,0.001,2.0,174.0,0,192,168,220,5,192,168,100,5
36828.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
57942.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
51357.0,23.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,5
55707.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
59833.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
60525.0,80.0,TCP,0.001,5.0,479.0,1,192,168,220,16,192,168,100,6
58405.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,49094.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,8
34468.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
51357.0,3389.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,9
51357.0,6580.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,8
138.0,138.0,UDP,0.0,1.0,262.0,0,192,168,220,10,192,168,220,255
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
43183.0,445.0,TCP,0.001,2.0,174.0,0,192,168,200,4,192,168,100,5
445.0,52321.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,14
36127.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
58844.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,16,192,168,100,5
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
43183.0,445.0,TCP,0.003,2.0,174.0,0,192,168,200,4,192,168,100,5
58550.0,80.0,TCP,0.002,5.0,479.0,1,192,168,220,16,192,168,100,6
60138.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
34913.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
59519.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
48888.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,15,192,168,100,5
445.0,49094.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,8
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,13,192,168,220,255
51357.0,7.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,8
58653.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
43183.0,445.0,TCP,0.005,2.0,174.0,0,192,168,200,4,192,168,100,5
445.0,52321.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,14
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
34743.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,11,192,168,100,5
445.0,49094.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,8
46808.0,445.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,5
57827.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
37191.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,7,192,168,100,5
59832.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
445.0,34743.0,TCP,0.0,2.0,178.0,0,192,168,100,5,192,168,220,11
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
445.0,40239.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,10
55787.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
37191.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,7,192,168,100,5
59949.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
40239.0,445.0,TCP,0.0,2.0,174.0,0,192,168,220,10,192,168,100,5
445.0,58844.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,16
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,200,4,192,168,200,255
34743.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,11,192,168,100,5
445.0,37191.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,7
56784.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
137.0,137.0,UDP,1.501,3.0,276.0,0,192,168,100,5,192,168,100,255
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
48888.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,15,192,168,100,5
445.0,34743.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,11
445.0,49094.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,8
58642.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
36691.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,34743.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,11
59013.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,60689.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,13
52321.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,14,192,168,100,5
445.0,52321.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,14
46709.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,6,192,168,100,5
58737.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
34472.0,80.0,TCP,0.0069999999999999,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,52321.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,14
445.0,52321.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,14
37884.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,9,192,168,100,5
34424.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
37884.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,9,192,168,100,5
445.0,46709.0,TCP,0.0,1.0,70.0,0,192,168,100,5,192,168,220,6
43145.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,4,192,168,100,5
60031.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,43183.0,TCP,0.0,1.0,70.0,0,192,168,100,5,192,168,200,4
43183.0,445.0,TCP,0.002,2.0,174.0,0,192,168,200,4,192,168,100,5
58212.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
55875.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
56808.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
43145.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,4,192,168,100,5
37884.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,9,192,168,100,5
59011.0,80.0,TCP,0.002,5.0,479.0,1,192,168,220,16,192,168,100,6
59061.0,80.0,TCP,0.005,6.0,545.0,1,192,168,220,16,192,168,100,6
55814.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
59097.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,60689.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,13
40239.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,10,192,168,100,5
46709.0,445.0,TCP,0.001,2.0,174.0,0,192,168,220,6,192,168,100,5
34569.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
37884.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,9,192,168,100,5
59078.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
48888.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,15,192,168,100,5
445.0,34743.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,11
58496.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
60690.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
58980.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
58901.0,80.0,TCP,0.005,6.0,545.0,1,192,168,220,16,192,168,100,6
58935.0,80.0,TCP,0.005,6.0,545.0,1,192,168,220,16,192,168,100,6
51357.0,51473.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,4
37191.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,7,192,168,100,5
58643.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,48888.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,15
57254.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
58214.0,80.0,TCP,0.0069999999999999,5.0,479.0,1,192,168,220,16,192,168,100,6
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,8,192,168,220,255
36071.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59073.0,80.0,TCP,0.0069999999999999,6.0,545.0,1,192,168,220,16,192,168,100,6
57722.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
58071.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
40239.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,10,192,168,100,5
46808.0,445.0,TCP,0.002,2.0,174.0,0,192,168,200,5,192,168,100,5
59629.0,80.0,TCP,0.006,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,37191.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,7
33934.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
46808.0,445.0,TCP,0.002,2.0,174.0,0,192,168,200,5,192,168,100,5
58844.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,16,192,168,100,5
445.0,52321.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,14
59113.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
60803.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
51146.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,5,192,168,100,5
58242.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
36151.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
34000.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,49094.0,TCP,0.0,1.0,70.0,0,192,168,100,5,192,168,220,8
445.0,37191.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,7
60880.0,80.0,TCP,0.002,5.0,479.0,1,192,168,220,16,192,168,100,6
59094.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
57298.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
36587.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59628.0,80.0,TCP,0.002,5.0,479.0,1,192,168,220,16,192,168,100,6
59501.0,80.0,TCP,0.0069999999999999,6.0,545.0,1,192,168,220,16,192,168,100,6
55799.0,80.0,TCP,0.002,6.0,545.0,1,192,168,220,16,192,168,100,6
34743.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,11,192,168,100,5
445.0,40239.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,10
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
60624.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
60451.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
34756.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
60689.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,13,192,168,100,5
57976.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
37884.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,9,192,168,100,5
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,8,192,168,220,255
35269.0,80.0,TCP,0.002,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
49094.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,8,192,168,100,5
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
49511.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,12,192,168,100,5
58829.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
51146.0,445.0,TCP,0.001,2.0,174.0,0,192,168,220,5,192,168,100,5
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,5,192,168,220,255
49094.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,8,192,168,100,5
60960.0,80.0,TCP,0.005,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,43145.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,4
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
60337.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,43183.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,4
488.0,80.0,TCP,0.006,4.0,565.0,0,192,168,220,11,192,168,100,6
52321.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,14,192,168,100,5
48888.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,15,192,168,100,5
49511.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,12,192,168,100,5
55353.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59092.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
46808.0,445.0,TCP,0.004,2.0,174.0,0,192,168,200,5,192,168,100,5
59830.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
37191.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,7,192,168,100,5
60689.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
58844.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,16,192,168,100,5
445.0,58844.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,16
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,7,192,168,220,255
57765.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59815.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,48888.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,15
56785.0,80.0,TCP,0.006,6.0,545.0,1,192,168,220,16,192,168,100,6
33003.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
59511.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,52321.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,14
445.0,58844.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,16
35650.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
58844.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,16,192,168,100,5
57950.0,80.0,TCP,0.0069999999999999,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,43183.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,4
36011.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
46808.0,445.0,TCP,0.002,2.0,174.0,0,192,168,200,5,192,168,100,5
32979.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
58264.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
40239.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,10,192,168,100,5
445.0,60689.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,13
52321.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,14,192,168,100,5
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,4,192,168,220,255
445.0,46709.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,6
445.0,60689.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,13
35990.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
33131.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,48888.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,15
51357.0,1601.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,5
57740.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
51146.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,5,192,168,100,5
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
48888.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,15,192,168,100,5
49511.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,12,192,168,100,5
55959.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
55924.0,80.0,TCP,0.006,6.0,545.0,1,192,168,220,16,192,168,100,6
55845.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
49094.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,8,192,168,100,5
49511.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,12,192,168,100,5
51146.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,5,192,168,100,5
60713.0,80.0,TCP,0.002,6.0,545.0,1,192,168,220,16,192,168,100,6
445.0,34743.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,11
60529.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,40239.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,10
51357.0,1401.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,5
445.0,37191.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,7
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,4,192,168,220,255
445.0,58844.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,16
445.0,34743.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,11
56295.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
48888.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,15,192,168,100,5
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
60634.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
49511.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,12,192,168,100,5
58844.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,16,192,168,100,5
56771.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,48888.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,15
57526.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
33373.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,60689.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,13
445.0,58844.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,16
58973.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
32949.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
60689.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,13,192,168,100,5
138.0,138.0,UDP,0.0,2.0,517.0,0,192,168,210,3,192,168,210,255
51357.0,6002.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,5
58164.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
59336.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
35253.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
37884.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,9,192,168,100,5
60938.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
55762.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
49094.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,8,192,168,100,5
445.0,37884.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,9
445.0,46808.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,200,5
51357.0,514.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,9
36841.0,80.0,TCP,0.005,6.0,545.0,1,192,168,220,16,192,168,100,6
60494.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
36935.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
60099.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
51357.0,25.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,2
59736.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
59341.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
60070.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
43183.0,445.0,TCP,0.0,2.0,174.0,0,192,168,200,4,192,168,100,5
36062.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
51146.0,445.0,TCP,0.005,2.0,174.0,0,192,168,220,5,192,168,100,5
445.0,40239.0,TCP,0.0,1.0,70.0,0,192,168,100,5,192,168,220,10
445.0,49094.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,8
59136.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,5,192,168,220,255
32981.0,80.0,TCP,0.001,6.0,545.0,1,192,168,220,16,192,168,100,6
43145.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,4,192,168,100,5
51357.0,3389.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,2
60689.0,80.0,TCP,0.003,6.0,545.0,1,192,168,220,16,192,168,100,6
34256.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
138.0,138.0,UDP,0.0,1.0,262.0,0,192,168,220,15,192,168,220,255
59764.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
80.0,54793.0,TCP,0.003,2.0,132.0,0,192,168,100,6,192,168,220,15
35346.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
445.0,49511.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,12
60689.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
43183.0,445.0,TCP,0.003,2.0,174.0,0,192,168,200,4,192,168,100,5
37884.0,80.0,TCP,0.005,6.0,545.0,1,192,168,220,16,192,168,100,6
55742.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
59073.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
49094.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,8,192,168,100,5
51357.0,1687.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,8
445.0,52321.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,14
34743.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,11,192,168,100,5
43145.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,4,192,168,100,5
56809.0,80.0,TCP,0.004,6.0,545.0,1,192,168,220,16,192,168,100,6
58575.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
37191.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,7,192,168,100,5
59899.0,80.0,TCP,0.004,5.0,479.0,1,192,168,220,16,192,168,100,6
34743.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,11,192,168,100,5
445.0,49511.0,TCP,0.0,1.0,70.0,0,192,168,100,5,192,168,220,12
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,15,192,168,220,255
445.0,49094.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,8
55550.0,80.0,TCP,0.003,5.0,479.0,1,192,168,220,16,192,168,100,6
60755.0,80.0,TCP,0.005,5.0,479.0,1,192,168,220,16,192,168,100,6
51146.0,445.0,TCP,0.0,1.0,66.0,0,192,168,220,5,192,168,100,5
34743.0,445.0,TCP,0.015,2.0,174.0,0,192,168,220,11,192,168,100,5
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,3,192,168,220,255
48888.0,445.0,TCP,0.004,2.0,174.0,0,192,168,220,15,192,168,100,5
445.0,51146.0,TCP,0.0,1.0,108.0,0,192,168,100,5,192,168,220,5
43145.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,4,192,168,100,5
36607.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
51357.0,49176.0,TCP,0.0,1.0,58.0,1,192,168,220,16,192,168,200,1
138.0,138.0,UDP,0.0,1.0,262.0,0,192,168,220,12,192,168,220,255
58844.0,445.0,TCP,0.002,2.0,174.0,0,192,168,220,16,192,168,100,5
137.0,137.0,UDP,0.0,1.0,92.0,0,192,168,220,8,192,168,220,255
51146.0,445.0,TCP,0.003,2.0,174.0,0,192,168,220,5,192,168,100,5
59846.0,80.0,TCP,0.002,6.0,545.0,1,192,168,220,16,192,168,100,6
60833.0,80.0,TCP,0.005,6.0,545.0,1,192,168,220,16,192,168,100,6
59813.0,80.0,TCP,0.006,5.0,479.0,1,192,168,220,16,192,168,100,6
